index,countryenc,priceenc,pointsenc,region_1enc,reviewenc,user_nameenc,provinceenc,wineryenc,countryenc + priceenc,pointsenc + user_nameenc,region_1enc + user_nameenc,pointsenc + region_1enc,priceenc + provinceenc,reviewenc + wineryenc,region_1enc + reviewenc,countryenc + provinceenc,provinceenc + user_nameenc,countryenc + pointsenc,countryenc + user_nameenc,priceenc + user_nameenc,region_1enc + wineryenc,pointsenc + provinceenc,provinceenc + wineryenc,priceenc + wineryenc,provinceenc + reviewenc,provinceenc + region_1enc,countryenc + wineryenc,countryenc + reviewenc,priceenc + reviewenc,user_nameenc + wineryenc,pointsenc + priceenc,pointsenc + wineryenc,pointsenc + reviewenc,countryenc + region_1enc,priceenc + region_1enc,reviewenc + user_nameenc,countryenc * priceenc,pointsenc * user_nameenc,region_1enc * user_nameenc,pointsenc * region_1enc,priceenc * provinceenc,reviewenc * wineryenc,region_1enc * reviewenc,countryenc * provinceenc,provinceenc * user_nameenc,countryenc * pointsenc,countryenc * user_nameenc,priceenc * user_nameenc,region_1enc * wineryenc,pointsenc * provinceenc,provinceenc * wineryenc,priceenc * wineryenc,provinceenc * reviewenc,provinceenc * region_1enc,countryenc * wineryenc,countryenc * reviewenc,priceenc * reviewenc,user_nameenc * wineryenc,pointsenc * priceenc,pointsenc * wineryenc,pointsenc * reviewenc,countryenc * region_1enc,priceenc * region_1enc,reviewenc * user_nameenc,variety
6506,5,31,10,459,1,12,28,4170,36,22,471,469,59,4171,460,33,40,15,17,43,4629,38,4198,4201,29,487,4175,6,32,4182,41,4180,11,464,490,13,155,120,5508,4590,868,4170,459,140,336,50,60,372,1914030,280,116760,129270,28,12852,20850,5,31,50040,310,41700,10,2295,14229,12,Red Blend
6507,6,12,10,645,1,7,32,4611,18,17,652,655,44,4612,646,38,39,16,13,19,5256,42,4643,4623,33,677,4617,7,13,4618,22,4621,11,651,657,8,72,70,4515,6450,384,4611,645,192,224,60,42,84,2974095,320,147552,55332,32,20640,27666,6,12,32277,120,46110,10,3870,7740,7,Red Blend
6508,6,8,9,159,1,7,50,4231,14,16,166,168,58,4232,160,56,57,15,13,15,4390,59,4281,4239,51,209,4237,7,9,4238,17,4240,10,165,167,8,48,63,1113,1431,400,4231,159,300,350,54,42,56,672729,450,211550,33848,50,7950,25386,6,8,29617,72,38079,9,954,1272,7,Red Blend
6509,6,36,11,239,1,7,32,2355,42,18,246,250,68,2356,240,38,39,17,13,43,2594,43,2387,2391,33,271,2361,7,37,2362,47,2366,12,245,275,8,216,77,1673,2629,1152,2355,239,192,224,66,42,252,562845,352,75360,84780,32,7648,14130,6,36,16485,396,25905,11,1434,8604,7,Cabernet Sauvignon
6510,6,26,11,87,1,3,7,4897,32,14,90,98,33,4898,88,13,10,17,9,29,4984,18,4904,4923,8,94,4903,7,27,4900,37,4908,12,93,113,4,156,33,261,957,182,4897,87,42,21,66,18,78,426039,77,34279,127322,7,609,29382,6,26,14691,286,53867,11,522,2262,3,Red Blend
6511,3,9,4,62,0,10,4,1105,12,14,72,66,13,1105,62,7,14,7,13,19,1167,8,1109,1114,4,66,1108,3,9,1115,13,1109,4,65,71,10,27,40,620,248,36,0,0,12,40,12,30,90,68510,16,4420,9945,0,248,3315,0,0,11050,36,4420,0,186,558,0,Pinot Noir
6512,6,26,5,319,0,9,7,4956,32,14,328,324,33,4956,319,13,16,11,15,35,5275,12,4963,4982,7,326,4962,6,26,4965,31,4961,5,325,345,9,156,45,2871,1595,182,0,0,42,63,30,54,234,1580964,35,34692,128856,0,2233,29736,0,0,44604,130,24780,0,1914,8294,0,Pinot Noir
6513,6,44,10,316,1,3,7,2314,50,13,319,326,51,2315,317,13,10,16,9,47,2630,17,2321,2358,8,323,2320,7,45,2317,54,2324,11,322,360,4,264,30,948,3160,308,2314,316,42,21,60,18,132,731224,70,16198,101816,7,2212,13884,6,44,6942,440,23140,10,1896,13904,3,Red Blend
6514,6,16,5,539,0,9,7,5189,22,14,548,544,23,5189,539,13,16,11,15,25,5728,12,5196,5205,7,546,5195,6,16,5198,21,5194,5,545,555,9,96,45,4851,2695,112,0,0,42,63,30,54,144,2796871,35,36323,83024,0,3773,31134,0,0,46701,80,25945,0,3234,8624,0,Chardonnay
6515,3,14,6,134,0,10,19,4229,17,16,144,140,33,4229,134,22,29,9,13,24,4363,25,4248,4243,19,153,4232,3,14,4239,20,4235,6,137,148,10,42,60,1340,804,266,0,0,57,190,18,30,140,566686,114,80351,59206,0,2546,12687,0,0,42290,84,25374,0,402,1876,0,Pinot Noir
6516,3,21,11,189,1,0,0,1951,24,11,189,200,21,1952,190,3,0,14,3,21,2140,11,1951,1972,1,189,1954,4,22,1951,32,1962,12,192,210,1,63,0,0,2079,0,1951,189,0,0,33,0,0,368739,0,0,40971,0,0,5853,3,21,0,231,21461,11,567,3969,0,Red Blend
6517,6,6,5,87,0,3,7,2655,12,8,90,92,13,2655,87,13,10,11,9,9,2742,12,2662,2661,7,94,2661,6,6,2658,11,2660,5,93,93,3,36,15,261,435,42,0,0,42,21,30,18,18,230985,35,18585,15930,0,609,15930,0,0,7965,30,13275,0,522,522,0,Pinot Noir
6518,3,14,7,211,1,10,36,953,17,17,221,218,50,954,212,39,46,10,13,24,1164,43,989,967,37,247,956,4,15,963,21,960,8,214,225,11,42,70,2110,1477,504,953,211,108,360,21,30,140,201083,252,34308,13342,36,7596,2859,3,14,9530,98,6671,7,633,2954,10,Red Blend
6519,3,7,4,208,0,10,41,2083,10,14,218,212,48,2083,208,44,51,7,13,17,2291,45,2124,2090,41,249,2086,3,7,2093,11,2087,4,211,215,10,21,40,2080,832,287,0,0,123,410,12,30,70,433264,164,85403,14581,0,8528,6249,0,0,20830,28,8332,0,624,1456,0,Red Blend
6520,3,31,7,315,1,10,4,1304,34,17,325,322,35,1305,316,7,14,10,13,41,1619,11,1308,1335,5,319,1307,4,32,1314,38,1311,8,318,346,11,93,70,3150,2205,124,1304,315,12,40,21,30,310,410760,28,5216,40424,4,1260,3912,3,31,13040,217,9128,7,945,9765,10,Bordeaux-style White Blend
6521,5,18,7,461,1,12,28,4986,23,19,473,468,46,4987,462,33,40,12,17,30,5447,35,5014,5004,29,489,4991,6,19,4998,25,4993,8,466,479,13,90,84,5532,3227,504,4986,461,140,336,35,60,216,2298546,196,139608,89748,28,12908,24930,5,18,59832,126,34902,7,2305,8298,12,Red Blend
6522,3,21,3,510,0,10,19,3936,24,13,520,513,40,3936,510,22,29,6,13,31,4446,22,3955,3957,19,529,3939,3,21,3946,24,3939,3,513,531,10,63,30,5100,1530,399,0,0,57,190,9,30,210,2007360,57,74784,82656,0,9690,11808,0,0,39360,63,11808,0,1530,10710,0,Chardonnay
6523,4,52,10,60,1,4,46,614,56,14,64,70,98,615,61,50,50,14,8,56,674,56,660,666,47,106,618,5,53,618,62,624,11,64,112,5,208,40,240,600,2392,614,60,184,184,40,16,208,36840,460,28244,31928,46,2760,2456,4,52,2456,520,6140,10,240,3120,4,Red Blend
6524,6,16,6,414,0,6,7,4281,22,12,420,420,23,4281,414,13,13,12,12,22,4695,13,4288,4297,7,421,4287,6,16,4287,22,4287,6,420,430,6,96,36,2484,2484,112,0,0,42,42,36,36,96,1772334,42,29967,68496,0,2898,25686,0,0,25686,96,25686,0,2484,6624,0,Pinot Noir
6525,6,16,10,640,1,11,50,4486,22,21,651,650,66,4487,641,56,61,16,17,27,5126,60,4536,4502,51,690,4492,7,17,4497,26,4496,11,646,656,12,96,110,7040,6400,800,4486,640,300,550,60,66,176,2871040,500,224300,71776,50,32000,26916,6,16,49346,160,44860,10,3840,10240,11,Red Blend
6526,6,41,10,538,1,9,7,3184,47,19,547,548,48,3185,539,13,16,16,15,50,3722,17,3191,3225,8,545,3190,7,42,3193,51,3194,11,544,579,10,246,90,4842,5380,287,3184,538,42,63,60,54,369,1712992,70,22288,130544,7,3766,19104,6,41,28656,410,31840,10,3228,22058,9,Cabernet Sauvignon
6527,3,16,7,63,1,10,4,1311,19,17,73,70,20,1312,64,7,14,10,13,26,1374,11,1315,1327,5,67,1314,4,17,1321,23,1318,8,66,79,11,48,70,630,441,64,1311,63,12,40,21,30,160,82593,28,5244,20976,4,252,3933,3,16,13110,112,9177,7,189,1008,10,Pinot Noir
6528,3,12,7,218,1,1,37,2009,15,8,219,225,49,2010,219,40,38,10,4,13,2227,44,2046,2021,38,255,2012,4,13,2010,19,2016,8,221,230,2,36,7,218,1526,444,2009,218,111,37,21,3,12,437962,259,74333,24108,37,8066,6027,3,12,2009,84,14063,7,654,2616,1,Red Blend
6529,3,16,6,10,0,0,0,815,19,6,10,16,16,815,10,3,0,9,3,16,825,6,815,831,0,10,818,3,16,815,22,821,6,13,26,0,48,0,0,60,0,0,0,0,0,18,0,0,8150,0,0,13040,0,0,2445,0,0,0,96,4890,0,30,160,0,Chardonnay
6530,6,20,11,513,1,6,7,4621,26,17,519,524,27,4622,514,13,13,17,12,26,5134,18,4628,4641,8,520,4627,7,21,4627,31,4632,12,519,533,7,120,66,3078,5643,140,4621,513,42,42,66,36,120,2370573,77,32347,92420,7,3591,27726,6,20,27726,220,50831,11,3078,10260,6,Red Blend
6531,3,12,6,179,0,1,37,960,15,7,180,185,49,960,179,40,38,9,4,13,1139,43,997,972,37,216,963,3,12,961,18,966,6,182,191,1,36,6,179,1074,444,0,0,111,37,18,3,12,171840,222,35520,11520,0,6623,2880,0,0,960,72,5760,0,537,2148,0,Red Blend
6532,6,18,10,452,1,3,7,427,24,13,455,462,25,428,453,13,10,16,9,21,879,17,434,445,8,459,433,7,19,430,28,437,11,458,470,4,108,30,1356,4520,126,427,452,42,21,60,18,54,193004,70,2989,7686,7,3164,2562,6,18,1281,180,4270,10,2712,8136,3,Red Blend
6533,6,24,2,546,0,9,7,2766,30,11,555,548,31,2766,546,13,16,8,15,33,3312,9,2773,2790,7,553,2772,6,24,2775,26,2768,2,552,570,9,144,18,4914,1092,168,0,0,42,63,12,54,216,1510236,14,19362,66384,0,3822,16596,0,0,24894,48,5532,0,3276,13104,0,Pinot Noir
6534,6,12,8,159,1,7,50,3390,18,15,166,167,62,3391,160,56,57,14,13,19,3549,58,3440,3402,51,209,3396,7,13,3397,20,3398,9,165,171,8,72,56,1113,1272,600,3390,159,300,350,48,42,84,539010,400,169500,40680,50,7950,20340,6,12,23730,96,27120,8,954,1908,7,Red Blend
6535,3,38,10,188,1,1,37,2414,41,11,189,198,75,2415,189,40,38,13,4,39,2602,47,2451,2452,38,225,2417,4,39,2415,48,2424,11,191,226,2,114,10,188,1880,1406,2414,188,111,37,30,3,38,453832,370,89318,91732,37,6956,7242,3,38,2414,380,24140,10,564,7144,1,Red Blend
6536,6,34,9,159,1,11,50,1791,40,20,170,168,84,1792,160,56,61,15,17,45,1950,59,1841,1825,51,209,1797,7,35,1802,43,1800,10,165,193,12,204,99,1749,1431,1700,1791,159,300,550,54,66,374,284769,450,89550,60894,50,7950,10746,6,34,19701,306,16119,9,954,5406,11,Red Blend
6537,3,15,11,83,1,10,41,1132,18,21,93,94,56,1133,84,44,51,14,13,25,1215,52,1173,1147,42,124,1135,4,16,1142,26,1143,12,86,98,11,45,110,830,913,615,1132,83,123,410,33,30,150,93956,451,46412,16980,41,3403,3396,3,15,11320,165,12452,11,249,1245,10,Red Blend
6538,1,16,11,140,1,1,39,3054,17,12,141,151,55,3055,141,40,40,12,2,17,3194,50,3093,3070,40,179,3055,2,17,3055,27,3065,12,141,156,2,16,11,140,1540,624,3054,140,39,39,11,1,16,427560,429,119106,48864,39,5460,3054,1,16,3054,176,33594,11,140,2240,1,Red Blend
6539,6,28,10,642,1,7,50,596,34,17,649,652,78,597,643,56,57,16,13,35,1238,60,646,624,51,692,602,7,29,603,38,606,11,648,670,8,168,70,4494,6420,1400,596,642,300,350,60,42,196,382632,500,29800,16688,50,32100,3576,6,28,4172,280,5960,10,3852,17976,7,Red Blend
6540,5,8,6,461,0,12,28,4312,13,18,473,467,36,4312,461,33,40,11,17,20,4773,34,4340,4320,28,489,4317,5,8,4324,14,4318,6,466,469,12,40,72,5532,2766,224,0,0,140,336,30,60,96,1987832,168,120736,34496,0,12908,21560,0,0,51744,48,25872,0,2305,3688,0,Red Blend
6541,5,22,11,102,1,12,8,3725,27,23,114,113,30,3726,103,13,20,16,17,34,3827,19,3733,3747,9,110,3730,6,23,3737,33,3736,12,107,124,13,110,132,1224,1122,176,3725,102,40,96,55,60,264,379950,88,29800,81950,8,816,18625,5,22,44700,242,40975,11,510,2244,12,Red Blend
6542,6,12,8,104,1,6,7,2523,18,14,110,112,19,2524,105,13,13,14,12,18,2627,15,2530,2535,8,111,2529,7,13,2529,20,2531,9,110,116,7,72,48,624,832,84,2523,104,42,42,48,36,72,262392,56,17661,30276,7,728,15138,6,12,15138,96,20184,8,624,1248,6,Pinot Noir
6543,3,61,8,116,1,10,11,2262,64,18,126,124,72,2263,117,14,21,11,13,71,2378,19,2273,2323,12,127,2265,4,62,2272,69,2270,9,119,177,11,183,80,1160,928,671,2262,116,33,110,24,30,610,262392,88,24882,137982,11,1276,6786,3,61,22620,488,18096,8,348,7076,10,Red Blend
6544,1,14,7,2,1,1,39,4515,15,8,3,9,53,4516,3,40,40,8,2,15,4517,46,4554,4529,40,41,4516,2,15,4516,21,4522,8,3,16,2,14,7,2,14,546,4515,2,39,39,7,1,14,9030,273,176085,63210,39,78,4515,1,14,4515,98,31605,7,2,28,1,Red Blend
6545,3,46,11,116,1,10,11,4095,49,21,126,127,57,4096,117,14,21,14,13,56,4211,22,4106,4141,12,127,4098,4,47,4105,57,4106,12,119,162,11,138,110,1160,1276,506,4095,116,33,110,33,30,460,475020,121,45045,188370,11,1276,12285,3,46,40950,506,45045,11,348,5336,10,Red Blend
6546,6,54,11,159,1,11,50,4725,60,22,170,170,104,4726,160,56,61,17,17,65,4884,61,4775,4779,51,209,4731,7,55,4736,65,4736,12,165,213,12,324,121,1749,1749,2700,4725,159,300,550,66,66,594,751275,550,236250,255150,50,7950,28350,6,54,51975,594,51975,11,954,8586,11,Syrah
6547,5,41,10,459,1,12,28,479,46,22,471,469,69,480,460,33,40,15,17,53,938,38,507,520,29,487,484,6,42,491,51,489,11,464,500,13,205,120,5508,4590,1148,479,459,140,336,50,60,492,219861,280,13412,19639,28,12852,2395,5,41,5748,410,4790,10,2295,18819,12,Red Blend
6548,3,51,11,496,1,10,4,1184,54,21,506,507,55,1185,497,7,14,14,13,61,1680,15,1188,1235,5,500,1187,4,52,1194,62,1195,12,499,547,11,153,110,4960,5456,204,1184,496,12,40,33,30,510,587264,44,4736,60384,4,1984,3552,3,51,11840,561,13024,11,1488,25296,10,Bordeaux-style Red Blend
6549,6,20,11,233,1,6,7,849,26,17,239,244,27,850,234,13,13,17,12,26,1082,18,856,869,8,240,855,7,21,855,31,860,12,239,253,7,120,66,1398,2563,140,849,233,42,42,66,36,120,197817,77,5943,16980,7,1631,5094,6,20,5094,220,9339,11,1398,4660,6,Pinot Noir
6550,6,46,10,159,1,11,50,493,52,21,170,169,96,494,160,56,61,16,17,57,652,60,543,539,51,209,499,7,47,504,56,503,11,165,205,12,276,110,1749,1590,2300,493,159,300,550,60,66,506,78387,500,24650,22678,50,7950,2958,6,46,5423,460,4930,10,954,7314,11,Syrah
6551,4,66,7,76,1,4,46,2211,70,11,80,83,112,2212,77,50,50,11,8,70,2287,53,2257,2277,47,122,2215,5,67,2215,73,2218,8,80,142,5,264,28,304,532,3036,2211,76,184,184,28,16,264,168036,322,101706,145926,46,3496,8844,4,66,8844,462,15477,7,304,5016,4,Red Blend
6552,6,10,6,87,0,3,7,640,16,9,90,93,17,640,87,13,10,12,9,13,727,13,647,650,7,94,646,6,10,643,16,646,6,93,97,3,60,18,261,522,70,0,0,42,21,36,18,30,55680,42,4480,6400,0,609,3840,0,0,1920,60,3840,0,522,870,0,Pinot Noir
6553,3,149,13,174,1,10,6,373,152,23,184,187,155,374,175,9,16,16,13,159,547,19,379,522,7,180,376,4,150,383,162,386,14,177,323,11,447,130,1740,2262,894,373,174,18,60,39,30,1490,64902,78,2238,55577,6,1044,1119,3,149,3730,1937,4849,13,522,25926,10,Chardonnay
6554,0,15,7,590,1,12,21,4380,15,19,602,597,36,4381,591,21,33,7,12,27,4970,28,4401,4395,22,611,4380,1,16,4392,22,4387,8,590,605,13,0,84,7080,4130,315,4380,590,0,252,0,0,180,2584200,147,91980,65700,21,12390,0,0,15,52560,105,30660,7,0,8850,12,Red Blend
6555,3,11,8,353,1,10,4,1149,14,18,363,361,15,1150,354,7,14,11,13,21,1502,12,1153,1160,5,357,1152,4,12,1159,19,1157,9,356,364,11,33,80,3530,2824,44,1149,353,12,40,24,30,110,405597,32,4596,12639,4,1412,3447,3,11,11490,88,9192,8,1059,3883,10,Pinot Noir
6556,6,76,14,518,2,6,7,639,82,20,524,532,83,641,520,13,13,20,12,82,1157,21,646,715,9,525,645,8,78,645,90,653,16,524,594,8,456,84,3108,7252,532,1278,1036,42,42,84,36,456,331002,98,4473,48564,14,3626,3834,12,152,3834,1064,8946,28,3108,39368,12,Cabernet Sauvignon
6557,6,96,13,516,1,6,7,3947,102,19,522,529,103,3948,517,13,13,19,12,102,4463,20,3954,4043,8,523,3953,7,97,3953,109,3960,14,522,612,7,576,78,3096,6708,672,3947,516,42,42,78,36,576,2036652,91,27629,378912,7,3612,23682,6,96,23682,1248,51311,13,3096,49536,6,Cabernet Sauvignon
6558,4,50,8,252,1,4,20,345,54,12,256,260,70,346,253,24,24,12,8,54,597,28,365,395,21,272,349,5,51,349,58,353,9,256,302,5,200,32,1008,2016,1000,345,252,80,80,32,16,200,86940,160,6900,17250,20,5040,1380,4,50,1380,400,2760,8,1008,12600,4,Red Blend
6559,6,44,14,539,2,9,7,2213,50,23,548,553,51,2215,541,13,16,20,15,53,2752,21,2220,2257,9,546,2219,8,46,2222,58,2227,16,545,583,11,264,126,4851,7546,308,4426,1078,42,63,84,54,396,1192807,98,15491,97372,14,3773,13278,12,88,19917,616,30982,28,3234,23716,18,Cabernet Sauvignon
6560,3,28,14,10,2,0,0,2047,31,14,10,24,28,2049,12,3,0,17,3,28,2057,14,2047,2075,2,10,2050,5,30,2047,42,2061,16,13,38,2,84,0,0,140,0,4094,20,0,0,42,0,0,20470,0,0,57316,0,0,6141,6,56,0,392,28658,28,30,280,0,Chardonnay
6561,3,41,9,30,1,10,6,1980,44,19,40,39,47,1981,31,9,16,12,13,51,2010,15,1986,2021,7,36,1983,4,42,1990,50,1989,10,33,71,11,123,90,300,270,246,1980,30,18,60,27,30,410,59400,54,11880,81180,6,180,5940,3,41,19800,369,17820,9,90,1230,10,Chardonnay
6562,6,11,6,645,0,7,32,978,17,13,652,651,43,978,645,38,39,12,13,18,1623,38,1010,989,32,677,984,6,11,985,17,984,6,651,656,7,66,42,4515,3870,352,0,0,192,224,36,42,77,630810,192,31296,10758,0,20640,5868,0,0,6846,66,5868,0,3870,7095,0,Chardonnay
6563,3,14,10,10,1,0,0,2195,17,10,10,20,14,2196,11,3,0,13,3,14,2205,10,2195,2209,1,10,2198,4,15,2195,24,2205,11,13,24,1,42,0,0,100,0,2195,10,0,0,30,0,0,21950,0,0,30730,0,0,6585,3,14,0,140,21950,10,30,140,0,Chardonnay
6564,6,11,8,539,1,9,7,4615,17,17,548,547,18,4616,540,13,16,14,15,20,5154,15,4622,4626,8,546,4621,7,12,4624,19,4623,9,545,550,10,66,72,4851,4312,77,4615,539,42,63,48,54,99,2487485,56,32305,50765,7,3773,27690,6,11,41535,88,36920,8,3234,5929,9,Cabernet Sauvignon
6565,6,46,13,159,1,11,50,3897,52,24,170,172,96,3898,160,56,61,19,17,57,4056,63,3947,3943,51,209,3903,7,47,3908,59,3910,14,165,205,12,276,143,1749,2067,2300,3897,159,300,550,78,66,506,619623,650,194850,179262,50,7950,23382,6,46,42867,598,50661,13,954,7314,11,Syrah
6566,6,18,8,642,1,7,50,3456,24,15,649,650,68,3457,643,56,57,14,13,25,4098,58,3506,3474,51,692,3462,7,19,3463,26,3464,9,648,660,8,108,56,4494,5136,900,3456,642,300,350,48,42,126,2218752,400,172800,62208,50,32100,20736,6,18,24192,144,27648,8,3852,11556,7,Red Blend
6567,6,31,8,581,1,7,32,3586,37,15,588,589,63,3587,582,38,39,14,13,38,4167,40,3618,3617,33,613,3592,7,32,3593,39,3594,9,587,612,8,186,56,4067,4648,992,3586,581,192,224,48,42,217,2083466,256,114752,111166,32,18592,21516,6,31,25102,248,28688,8,3486,18011,7,Red Blend
6568,3,26,8,345,1,10,6,2367,29,18,355,353,32,2368,346,9,16,11,13,36,2712,14,2373,2393,7,351,2370,4,27,2377,34,2375,9,348,371,11,78,80,3450,2760,156,2367,345,18,60,24,30,260,816615,48,14202,61542,6,2070,7101,3,26,23670,208,18936,8,1035,8970,10,Red Blend
6569,6,8,10,87,1,3,7,3650,14,13,90,97,15,3651,88,13,10,16,9,11,3737,17,3657,3658,8,94,3656,7,9,3653,18,3660,11,93,95,4,48,30,261,870,56,3650,87,42,21,60,18,24,317550,70,25550,29200,7,609,21900,6,8,10950,80,36500,10,522,696,3,Pinot Noir
6570,4,28,7,126,1,4,46,659,32,11,130,133,74,660,127,50,50,11,8,32,785,53,705,687,47,172,663,5,29,663,35,666,8,130,154,5,112,28,504,882,1288,659,126,184,184,28,16,112,83034,322,30314,18452,46,5796,2636,4,28,2636,196,4613,7,504,3528,4,Red Blend
6571,3,16,10,211,1,10,36,1566,19,20,221,221,52,1567,212,39,46,13,13,26,1777,46,1602,1582,37,247,1569,4,17,1576,26,1576,11,214,227,11,48,100,2110,2110,576,1566,211,108,360,30,30,160,330426,360,56376,25056,36,7596,4698,3,16,15660,160,15660,10,633,3376,10,Cabernet Sauvignon
6572,6,16,9,414,1,6,7,5075,22,15,420,423,23,5076,415,13,13,15,12,22,5489,16,5082,5091,8,421,5081,7,17,5081,25,5084,10,420,430,7,96,54,2484,3726,112,5075,414,42,42,54,36,96,2101050,63,35525,81200,7,2898,30450,6,16,30450,144,45675,9,2484,6624,6,Cabernet Sauvignon
6573,6,51,10,556,1,9,7,3628,57,19,565,566,58,3629,557,13,16,16,15,60,4184,17,3635,3679,8,563,3634,7,52,3637,61,3638,11,562,607,10,306,90,5004,5560,357,3628,556,42,63,60,54,459,2017168,70,25396,185028,7,3892,21768,6,51,32652,510,36280,10,3336,28356,9,Cabernet Sauvignon
6574,0,5,2,342,0,12,21,2290,5,14,354,344,26,2290,342,21,33,2,12,17,2632,23,2311,2295,21,363,2290,0,5,2302,7,2292,2,342,347,12,0,24,4104,684,105,0,0,0,252,0,0,60,783180,42,48090,11450,0,7182,0,0,0,27480,10,4580,0,0,1710,0,Red Blend
6575,3,51,10,436,1,10,6,2015,54,20,446,446,57,2016,437,9,16,13,13,61,2451,16,2021,2066,7,442,2018,4,52,2025,61,2025,11,439,487,11,153,100,4360,4360,306,2015,436,18,60,30,30,510,878540,60,12090,102765,6,2616,6045,3,51,20150,510,20150,10,1308,22236,10,Red Blend
6576,3,26,10,425,1,10,4,1559,29,20,435,435,30,1560,426,7,14,13,13,36,1984,14,1563,1585,5,429,1562,4,27,1569,36,1569,11,428,451,11,78,100,4250,4250,104,1559,425,12,40,30,30,260,662575,40,6236,40534,4,1700,4677,3,26,15590,260,15590,10,1275,11050,10,Pinot Noir
6577,6,51,10,97,1,9,7,1907,57,19,106,107,58,1908,98,13,16,16,15,60,2004,17,1914,1958,8,104,1913,7,52,1916,61,1917,11,103,148,10,306,90,873,970,357,1907,97,42,63,60,54,459,184979,70,13349,97257,7,679,11442,6,51,17163,510,19070,10,582,4947,9,Red Blend
6578,3,26,10,67,1,10,6,3828,29,20,77,77,32,3829,68,9,16,13,13,36,3895,16,3834,3854,7,73,3831,4,27,3838,36,3838,11,70,93,11,78,100,670,670,156,3828,67,18,60,30,30,260,256476,60,22968,99528,6,402,11484,3,26,38280,260,38280,10,201,1742,10,Red Blend
6579,6,24,6,414,0,6,7,4647,30,12,420,420,31,4647,414,13,13,12,12,30,5061,13,4654,4671,7,421,4653,6,24,4653,30,4653,6,420,438,6,144,36,2484,2484,168,0,0,42,42,36,36,144,1923858,42,32529,111528,0,2898,27882,0,0,27882,144,27882,0,2484,9936,0,Pinot Noir
6580,3,96,12,346,1,10,6,2026,99,22,356,358,102,2027,347,9,16,15,13,106,2372,18,2032,2122,7,352,2029,4,97,2036,108,2038,13,349,442,11,288,120,3460,4152,576,2026,346,18,60,36,30,960,700996,72,12156,194496,6,2076,6078,3,96,20260,1152,24312,12,1038,33216,10,Red Blend
6581,0,21,10,342,1,12,21,2321,21,22,354,352,42,2322,343,21,33,10,12,33,2663,31,2342,2342,22,363,2321,1,22,2333,31,2331,11,342,363,13,0,120,4104,3420,441,2321,342,0,252,0,0,252,793782,210,48741,48741,21,7182,0,0,21,27852,210,23210,10,0,7182,12,Red Blend
6582,6,76,11,20,1,3,7,2660,82,14,23,31,83,2661,21,13,10,17,9,79,2680,18,2667,2736,8,27,2666,7,77,2663,87,2671,12,26,96,4,456,33,60,220,532,2660,20,42,21,66,18,228,53200,77,18620,202160,7,140,15960,6,76,7980,836,29260,11,120,1520,3,Pinot Noir
6583,6,81,13,558,1,9,7,4620,87,22,567,571,88,4621,559,13,16,19,15,90,5178,20,4627,4701,8,565,4626,7,82,4629,94,4633,14,564,639,10,486,117,5022,7254,567,4620,558,42,63,78,54,729,2577960,91,32340,374220,7,3906,27720,6,81,41580,1053,60060,13,3348,45198,9,Cabernet Sauvignon
6584,6,31,13,229,1,7,32,4575,37,20,236,242,63,4576,230,38,39,19,13,38,4804,45,4607,4606,33,261,4581,7,32,4582,44,4588,14,235,260,8,186,91,1603,2977,992,4575,229,192,224,78,42,217,1047675,416,146400,141825,32,7328,27450,6,31,32025,403,59475,13,1374,7099,7,Cabernet Sauvignon
6585,4,25,7,593,1,4,47,4974,29,11,597,600,72,4975,594,51,51,11,8,29,5567,54,5021,4999,48,640,4978,5,26,4978,32,4981,8,597,618,5,100,28,2372,4151,1175,4974,593,188,188,28,16,100,2949582,329,233778,124350,47,27871,19896,4,25,19896,175,34818,7,2372,14825,4,Red Blend
6586,3,70,8,116,1,10,11,1691,73,18,126,124,81,1692,117,14,21,11,13,80,1807,19,1702,1761,12,127,1694,4,71,1701,78,1699,9,119,186,11,210,80,1160,928,770,1691,116,33,110,24,30,700,196156,88,18601,118370,11,1276,5073,3,70,16910,560,13528,8,348,8120,10,Red Blend
6587,6,24,10,478,1,9,7,286,30,19,487,488,31,287,479,13,16,16,15,33,764,17,293,310,8,485,292,7,25,295,34,296,11,484,502,10,144,90,4302,4780,168,286,478,42,63,60,54,216,136708,70,2002,6864,7,3346,1716,6,24,2574,240,2860,10,2868,11472,9,Chardonnay
6588,4,25,11,572,1,4,46,2400,29,15,576,583,71,2401,573,50,50,15,8,29,2972,57,2446,2425,47,618,2404,5,26,2404,36,2411,12,576,597,5,100,44,2288,6292,1150,2400,572,184,184,44,16,100,1372800,506,110400,60000,46,26312,9600,4,25,9600,275,26400,11,2288,14300,4,Red Blend
6589,6,31,11,239,1,7,32,4584,37,18,246,250,63,4585,240,38,39,17,13,38,4823,43,4616,4615,33,271,4590,7,32,4591,42,4595,12,245,270,8,186,77,1673,2629,992,4584,239,192,224,66,42,217,1095576,352,146688,142104,32,7648,27504,6,31,32088,341,50424,11,1434,7409,7,Cabernet Sauvignon
6590,3,9,5,613,0,10,13,1447,12,15,623,618,22,1447,613,16,23,8,13,19,2060,18,1460,1456,13,626,1450,3,9,1457,14,1452,5,616,622,10,27,50,6130,3065,117,0,0,39,130,15,30,90,887011,65,18811,13023,0,7969,4341,0,0,14470,45,7235,0,1839,5517,0,Pinot Noir
